Unnamed: 0,prompt,source,prompt_no
794,"Megan was eating pancakes in bed. When she was done she set her plate on the ground. Later when she got up, her blanket fell to the ground.",roc,"Megan spiste pannekaker i senga. Da hun var ferdig satte hun tallerkenen på bakken. Senere da hun reiste seg, falt teppet hennes i bakken."
795,He spoke his words very carefully and deliberately.,mnli,Han sa ordene sine veldig nøye og bevisst.
796,Miguel was a good kid who did well in school and at home. He played football and was considered the best player around.,roc,Miguel var en flink gutt som gjorde det bra på skolen og hjemme. Han spilte fotball og ble ansett som den beste spilleren som finnes.
797,Hanson cautiously made the pretense of swallowing his before he allowed it to slip through his fingers to mingle with the sand.,mnli,Hanson gjorde forsiktig som om han svelget hans før han lot det slippe gjennom fingrene hans for å blande seg med sanden.
798,Jon saw the look of confusion on the smithies face.,mnli,Jon så forvirringen i ansiktet på smedene.
799,"I was walking down the street with my phone. Suddenly, I tripped and dropped the phone. The phone shattered into many pieces.",roc,Jeg gikk nedover gaten med telefonen min. Plutselig snublet jeg og slapp telefonen. Telefonen knuste i mange biter.
800,"He was already under suspicion, and by making the matter public I secured the services of about ten amateur detectives, who would be watching him unceasingly, and being himself aware of their watchfulness he would not dare seek further to destroy the document.",mnli,"Han var allerede under mistanke, og ved å gjøre saken offentlig sikret jeg tjenestene til rundt ti amatørdetektiver, som ville se på ham ustanselig, og selv om han var klar over deres årvåkenhet, ville han ikke våge å søke videre for å ødelegge dokumentet."
801,Drew was ready for a night out with his family. They had tickets to the circus. The kids were so excited to go. They all loved the clowns and elephants.,roc,Drew var klar for en kveld ute med familien. De hadde billetter til sirkuset. Ungene var så glade for å dra. De elsket alle klovnene og elefantene.
802,"His hand went to his holster, and Drew's fist came down on the Texan's wrist, hard.",mnli,"Hånden hans gikk til hylsteret hans, og Drews knyttneve kom hardt ned på Texanerens håndledd."
803,Tim had his phone in class. He forgot to put it on silent. A friend kept trying to text him. Tim was caught fiddling with it.,roc,Tim hadde telefonen i timen. Han glemte å sette den på lydløs. En venn prøvde hele tiden å sende en melding til ham. Tim ble tatt for å fikle med den.
804,"On Saturday, Kate went to the rescue center to adopt a pet. The first animal she saw was a little black and white puppy.",roc,På lørdag dro Kate til redningssentralen for å adoptere et kjæledyr. Det første dyret hun så var en liten svart-hvit valp.
805,Jacob was always happy to help. He saw that the local soup kitchen needed help. He headed down that way to lend a hand.,roc,Jacob var alltid glad for å hjelpe. Han så at det lokale suppekjøkkenet trengte hjelp. Han gikk ned den veien for å gi en hånd.
806,I made Celery Soup for a picnic. Everyone thought it was disgusting. This hurt my feelings a lot. I was crying in my car when I heard a knock.,roc,Jeg lagde sellerisuppe til piknik. Alle syntes det var ekkelt. Dette såret følelsene mine mye. Jeg gråt i bilen min da jeg hørte en banking.
807,"So I thought, having asked for an A.B.C.",mnli,"Så jeg tenkte, etter å ha bedt om en A.B.C."
808,"Jen bought a new house. When she moved, she began to arrange and furnish. On the ceiling, she found a locked black box. She broke the lock and opened it.",roc,Jen kjøpte et nytt hus. Da hun flyttet begynte hun å ordne og møblere. I taket fant hun en låst svart boks. Hun knuste låsen og åpnet den.
809,Jane cut her own hair yesterday. I was so upset at her. She took the scissors right to her bangs. She made such a mess of it.,roc,Jane klippet sitt eget hår i går. Jeg ble så opprørt på henne. Hun tok saksen rett til smellet. Hun gjorde så mye rot av det.
810,For two weeks he watched for riders over his shoulder.,mnli,I to uker så han etter ryttere over skulderen.
811,Ron was really good at a particular fighting video game. But his parents told him it was a waste of time. He decided to quit and focus on school.,roc,Ron var veldig god i et bestemt kampvideospill. Men foreldrene fortalte ham at det var bortkastet tid. Han bestemte seg for å slutte og fokusere på skolen.
812,"Then try grass or leaves, and if they don't want that, nuts or berries would probably do the trick.",mnli,"Prøv så gress eller løv, og hvis de ikke vil ha det, ville nok nøtter eller bær gjort susen."
813,Tony had never been hang gliding before. He was on vacation and saw a flyer for it. Tony showed up nervous and excited. They took off.,roc,Tony hadde aldri vært hanggliding før. Han var på ferie og så en flyer for det. Tony dukket opp nervøs og spent. De tok av.
814,He took Ca'daan to an outdoor ship that sold sticks of shriveled birds and wood cups of murky water.,mnli,Han tok Ca'daan til et utendørs skip som solgte pinner av skrumpne fugler og trekopper med grumsete vann.
815,Henry was determined to be a real magician. He enrolled in magician's school right after high school. He graduated in twelve months. Henry became an apprentice for five long years.,roc,Henry var fast bestemt på å være en ekte magiker. Han meldte seg inn på tryllekunstnerskolen rett etter videregående. Han ble uteksaminert på tolv måneder. Henry ble lærling i fem lange år.
816,She caught him vanishing out the kitchen door and there was the bowl of chopped meat just about empty and she was going to use it for lunch.,mnli,"Hun fanget ham for å forsvinne ut kjøkkendøren, og det var bollen med hakket kjøtt omtrent tom, og hun skulle bruke den til lunsj."
817,Piper wanted to go on a boating trip. I told her I had a relative who owned a boat.,roc,Piper ville på en båttur. Jeg fortalte henne at jeg hadde en slektning som eide en båt.
818,"Ca'daan looked at the scars on the man's body, strange wounds he could not understand.",mnli,"Ca'daan så på arrene på mannens kropp, rare sår han ikke kunne forstå."
819,"It can be detected in a solution of 1 in 70,000, and can only be disguised by some strongly flavoured substance.",mnli,"Det kan påvises i en løsning på 1 av 70 000, og kan bare skjules av et sterkt smaksatt stoff."
820,"Morales had a very big bed. He slept alone and it was quite cold. One day, he invited his friend to have a sleep over.",roc,Morales hadde en veldig stor seng. Han sov alene og det var ganske kaldt. En dag inviterte han vennen sin til å sove over.
821,"Alexander was an airplane pilot. It was his first time flying a commercial plane for a large airline. He was very nervous, but he tried his best to calm down.",roc,"Alexander var en flypilot. Det var første gang han fløy et kommersielt fly for et stort flyselskap. Han var veldig nervøs, men han prøvde sitt beste for å roe seg ned."
822,Levi and his friends went to the woods for a picnic. They were having a good time eating and talking. Shortly after finishing their meal they had smelled smoke.,roc,Levi og vennene hans dro til skogen for en piknik. De koste seg med å spise og snakke. Kort tid etter å ha fullført måltidet hadde de luktet røyk.
823,Poirot bundled everything out on the floor with scant ceremony.,mnli,Poirot samlet alt på gulvet med en knapp seremoni.
824,"We attended a family cookout on July 4th this year. My sister in law Ann's sister Betty, came over. Betty lives in Greenfield, ninety miles from Boston.",roc,"Vi deltok på en familie-cookout 4. juli i år. Min svigerinne Anns søster Betty kom bort. Betty bor i Greenfield, nitti mil fra Boston."
825,Ah! Poirot shook his forefinger so fiercely at me that I quailed before it.,mnli,Ah!Poirot ristet pekefingeren så voldsomt på meg at jeg var i vakt før den.
826,"He ”it is not a pleasing thing for my pride, but it is the truth ”tired of me very soon."" I must have made some murmur of dissent, for she went on quickly: ""Oh, yes, he did!",mnli,"Han ""det er ikke en gledelig ting for min stolthet, men det er sannheten ""lei av meg veldig snart."" Jeg må ha gjort en eller annen uenighet, for hun fortsatte raskt: ""Å, ja, det gjorde han!"
827,The man put hot coffee in the cup. He set the cup down on the edge of the desk. He accidentally knocked the coffee off. It made a huge mess.,roc,Mannen puttet varm kaffe i koppen. Han satte koppen på kanten av skrivebordet. Han slo ved et uhell kaffen av. Det gjorde et stort rot.
828,"I knew the power was going to fail; they had the craziest damn generating plant you ever saw, and it couldn't last.",mnli,"Jeg visste at kraften kom til å mislykkes;De hadde den sprøeste jævla genererende planten du noen gang har sett, og det kunne ikke vare."
829,"He goes boldly to the village chemist's and purchases strychnine under his own name, with a trumped up story about a dog which is bound to be proved absurd.",mnli,"Han går frimodig til landsbyens kjemiker og kjøper Strychnine under eget navn, med en trumfet historie om en hund som vil være bevist absurd."
830,"It's my job to make sure things go smoothly,' she replied.",mnli,"Det er min jobb å sørge for at ting går greit, 'svarte hun."
831,"He was named Rendu, which meant Old Uncle I learned later.",mnli,"Han ble kalt Rendu, som betydde gamle onkel jeg lærte senere."
832,She should have the time to be with a real family if even for a short time.,mnli,Hun burde ha tid til å være sammen med en ekte familie om selv i kort tid.
833,Dan always had a love for art. Dan decided he would go to a local art shop to browse.,roc,Dan har alltid hatt en forkjærlighet for kunst. Dan bestemte seg for at han ville gå til en lokal kunstbutikk for å bla.
834,I'm at my favorite restaurant. I order my usual meal. The waiter was prompt and nice. He refilled my drink without me asking.,roc,Jeg er på favorittrestauranten min. Jeg bestiller mitt vanlige måltid. Servitøren var rask og hyggelig. Han fylte på drinken min uten at jeg spurte.
835,"They're not averse to young Beresford's being in the neighbourhood, and, if necessary, communicating with you.",mnli,"De er ikke uvillige til at unge Beresford er i nabolaget, og om nødvendig kommuniserer med deg."
836,"Industry could not exist without them, even in an atomic age.",mnli,"Industrien kunne ikke eksistere uten dem, selv i en atomalder."
837,Cody worked as a software developer. Cody became frustrated with his work and his employer. Cody decided to start writing science fiction in his spare time.,roc,Cody jobbet som programvareutvikler.Cody ble frustrert over arbeidet og arbeidsgiveren hans.Cody bestemte seg for å begynne å skrive science fiction på fritiden.
838,"The kids all gathered to play Pokemon Go. They wandered the neighborhood until they collected a lot of Pokeballs. When they got home, their parents were mad.",roc,"Barna samlet seg for å spille Pokemon Go.De vandret i nabolaget til de samlet mye pokeballs.Da de kom hjem, var foreldrene deres gale."
839,"Now, the matter of Shiloh... Drew finished the sherry with appreciation.",mnli,"Nå, spørsmålet om Shiloh... Drew avsluttet sherryen med takknemlighet."
840,A lotta wild stuff down there nobody's been runnin' brands on anythin' much since '61.,mnli,"Mange ville ting der nede, ingen har drevet med merkevarer siden 61."
841,"He'd have been helpless here, probably, but with me you have no chance.",mnli,"Han hadde sannsynligvis vært hjelpeløs her, men med meg har du ingen sjanse."
842,Today was day the was going to be very good or very bad. The man put on his suit and went to the bank.,roc,I dag var dagen den skulle bli veldig bra eller veldig dårlig. Mannen tok på seg dressen og dro til banken.
843,"After three years in the minors Corey was now playing in the MLB. It was his dream since being a kid. Corey was nervous, excited, and happy.",roc,"Etter tre år i mindreårige spilte Corey nå i MLB. Det har vært drømmen hans siden han var liten. Corey var nervøs, spent og glad."
844,"It was brightly lit, and there was a scarlet carpet on the floor.",mnli,"Den var lyst opplyst, og det var et skarlagen teppe på gulvet."
845,"Just as he expected, the reaction was spontaneous, euphoric and unequivocally positive.",mnli,"Akkurat som han forventet, var reaksjonen spontan, euforisk og utvetydig positiv."
846,It tore into the cloak of fog that surrounded them.,mnli,Den rev i kappen til tåke som omringet dem.
847,Jim is a dare devil. He likes to try extreme stuff. One day Jim decides to jump over a short tree. Jim gets a running start and Jumps.,roc,Jim er en vågal djevel. Han liker å prøve ekstreme ting. En dag bestemmer Jim seg for å hoppe over et kort tre. Jim får en løpende start og hopper.
848,Olive and Jerry went to the beach. The current was strong so they stayed on the shore. They were upset because they wanted to go in the water.,roc,Olive og Jerry dro til stranden. Strømmen var sterk så de holdt seg på land. De var lei seg fordi de ville i vannet.
849,Martha liked to knit socks. She would spend all day making many pairs. She usually donated them to a children's hospital.,roc,Martha likte å strikke sokker.Hun ville bruke hele dagen på å lage mange par.Hun donerte dem vanligvis til et barnesykehus.
850,"Her death was a shock and a distress, but she would not be passionately regretted.",mnli,"Hennes død var et sjokk og en nød, men hun ville ikke bli lidenskapelig angret."
851,"He bent to the floor, searching until he found a ball of the sky material that had been pinched off when the little opening was sealed.",mnli,Han bøyde seg til gulvet og søkte til han fant en kule av himmelmateriale som hadde blitt klemt av da den lille åpningen ble forseglet.
852,"Tommy burst into its sacred portals eagerly, but his enthusiasm received a check.",mnli,"Tommy brøt ivrig inn i dens hellige portaler, men entusiasmen hans fikk en sjekk."
853,I must see our agent over those estate accounts. He turned to John.,mnli,Jeg må se agenten vår over disse eiendomskontoer.Han vendte seg til John.
854,"End of it was, I hired a man to hunt her down.",mnli,Det endte med at jeg hyret en mann til å jakte på henne.
855,My sister-in-law collected elephant figurines for years. Lately she tired of this hobby. She gave me two figurines to sell on eBay. I was unable to sell them.,roc,Min svigerinne samlet på elefantfigurer i årevis. I det siste har hun gått lei av denne hobbyen. Hun ga meg to figurer å selge på eBay. Jeg klarte ikke å selge dem.
856,"Michelle and Marie were best friends. Marie's mom had to take a job across the country. Marie begged her mom to reconsider, but she refused.",roc,"Michelle og Marie var bestevenner. Maries mor måtte ta en jobb over hele landet. Marie ba moren om å revurdere, men hun nektet."
857,The two men looked past him to each other.,mnli,De to mennene så forbi ham til hverandre.
858,Will attended an amateur car show with custom cars. And it inspired him to modify his own car. He got a new paint job.,roc,Will deltok på et amatørbilshow med tilpassede biler.Og det inspirerte ham til å endre sin egen bil.Han fikk en ny malingsjobb.
859,"Yet, in Mrs. Inglethorp's case, the symptoms do not manifest themselves until five o'clock the next morning: nine hours!",mnli,"Likevel, i fru Inglethorps tilfelle, manifesterer symptomene seg ikke før klokken fem neste morgen: ni timer!"
860,"It wasn't so easy, by a long chalk!",mnli,"Det var ikke så lett, med et langt kritt!"
861,"I left a note for Julius, in case he was Mr. Brown, saying I was 228 off to the Argentine, and I dropped Sir James's letter with the offer of the job by the desk so that he would see it was a genuine stunt.",mnli,"Jeg la igjen en lapp til Julius, i tilfelle han var Mr. Brown, og sa at jeg var 228 på vei til argentineren, og jeg la Sir James sitt brev med tilbudet om jobben ved pulten slik at han skulle se at det var et ekte stunt."
862,"After finishing a discipleship school in South Africa, I stayed longer. I didn't know where to go so one of my friends helped me.",roc,"Etter å ha fullført en disippelskole i Sør-Afrika, ble jeg lenger. Jeg visste ikke hvor jeg skulle dra, så en av vennene mine hjalp meg."
863,They are all busily battering at Mrs. Inglethorp's door.,mnli,De er alle i full gang med å slå på døren til fru Inglethorp.
864,Bob saw the finish line coming up ahead. He heard the crowd cheering from the stands. This was it!,roc,Bob så målstreken komme fremover.Han hørte publikum heie fra tribunen.Dette var det!
865,"Cindy and her husband weren't getting along. Cindy was considering divorce, but it was against her religion. She went to her priest for advice.",roc,"Cindy og mannen hennes kom ikke overens. Cindy vurderte skilsmisse, men det var mot hennes religion. Hun gikk til presten sin for å få råd."
866,Steve took his Texan wife to a soccer game. The fans shouted loudly and Steve forget she was there with him.,roc,Steve tok med sin texanske kone til en fotballkamp. Fansen ropte høyt og Steve glemmer at hun var der sammen med ham.
867,I know this is where you're keeping them.,mnli,Jeg vet at det er her du oppbevarer dem.
868,Ken entered a marathon. He didn't train all that much. He was not properly prepared on the day of the marathon.,roc,Ken deltok i et maraton. Han trente ikke så mye. Han var ikke skikkelig forberedt på maratondagen.
869,Ca'daan' couldn't see if the black riders said anything in return.,mnli,Ca'daan' kunne ikke se om de svarte rytterne sa noe tilbake.
870,"Sure. He looked so crestfallen and abashed that I felt quite sorry, though I still thought my rebuke a just and wise one.",mnli,"Sikker. Han så så forbløffet og fornærmet ut at jeg ble ganske lei meg, selv om jeg fortsatt syntes min irettesettelse var rettferdig og klok."
871,Ser Perth stayed near him most of the time now.,mnli,Ser Perth holdt seg i nærheten av ham mesteparten av tiden nå.
872,All her friends spoke of her as Rita.,mnli,Alle vennene hennes snakket om henne som Rita.
873,You have to make them think that your experiment worked.,mnli,Du må få dem til å tro at eksperimentet ditt fungerte.
874,Allie wanted a child. But she did not want to give birth. She didn't mean to be selfish but she was afraid of the pain.,roc,"Allie ville ha et barn.Men hun ønsket ikke å føde.Hun mente ikke å være egoistisk, men hun var redd for smertene."
875,Doug loved to play the clarinet. He was the band instructor at a high school. One day he went to the school cafeteria. He serenaded everyone during lunch.,roc,Doug elsket å spille klarinett. Han var bandinstruktør på en videregående skole. En dag gikk han til skolens kafeteria. Han hadde serenade til alle under lunsjen.
876,Mom had a hard time breathing. So she called the doctor. The doctor sent an ambulance to mom's house. Mom spent two days in the hospital for dehydration.,roc,Mamma hadde vanskelig for å puste.Så hun ringte legen.Legen sendte en ambulanse til mammas hus.Mamma tilbrakte to dager på sykehuset for dehydrering.
877,One night I sat on top of the rock watching the blood moon rise.,mnli,En natt satt jeg på toppen av steinen og så på blodmånen stige opp.
878,Maddy expected her parents to throw her a surprise birthday party. She just knew the errand to the store was a diversion.,roc,Maddy forventet at foreldrene hennes skulle arrangere en overraskelsesbursdagsfest til henne. Hun visste bare at ærend til butikken var en avledning.
879,"Our ancient prophecy declared that we should find omnipotence carved on stone in a pool of water, as we found your name.",mnli,"Vår eldgamle profeti erklærte at vi skulle finne allmakt hugget på stein i en vannpøl, slik vi fant navnet ditt."
880,Gary was about to play a very important chess game. He was scared that his opponent would beat him. He snuck into his opponent's hotel room and changed his medicine.,roc,Gary var i ferd med å spille et veldig viktig sjakkspill.Han var redd for at motstanderen ville slå ham.Han snek seg inn på motstanderens hotellrom og endret medisinen.
881,"She didn't understand how that could have happened, because according to the development of the situation, the robot adjusted and introduced new ingredients, for example, she had to add another carrot and take out two grains of allspice.",mnli,"Hun skjønte ikke hvordan det kunne ha skjedd, for i henhold til utviklingen av situasjonen justerte roboten seg og introduserte nye ingredienser, for eksempel måtte hun tilsette en gulrot til og ta ut to korn med allehånde."
882,"Through dazed eyes he saw a black masked man rush towards him, a long curved sword in his hand.",mnli,"Gjennom blendede øyne så han en svart maskert mann skynde seg mot ham, et langt buet sverd i hånden."
883,That hit him harder than any other discovery.,mnli,Det slo ham hardere enn noen annen oppdagelse.
884,"They'd given him what they expected him to need, and he'd have to be careful to need only what they expected, or they might just decide he wasn't Dave Hanson.",mnli,"De hadde gitt ham hva de forventet at han skulle trenge, og han måtte være forsiktig med å trenge det de forventet, eller de kan bare bestemme at han ikke var Dave Hanson."
885,"You see, we're going to have to run some tests.",mnli,"Du skjønner, vi må kjøre noen tester."
886,"While Drew watched, the stouter back of Bartolomé cut off his first good look at his father.",mnli,"Mens Drew så på, kuttet den kraftigere ryggen til Bartolomé av hans første gode blikk på faren."
887,"What's up? Anse pushed back his hat, turned up a corner of his neckerchief, and swabbed the lower half of his sweating face.",mnli,"Hva skjer? Anse skjøv hatten tilbake, snudde opp et hjørne av halstørkleet og tørket den nedre halvdelen av det svette ansiktet hans."
888,Amy dreaded playing the flute. Her mother always pestered her about learning an instrument. Eventually Amy quit playing the flute to her mother's dismay.,roc,Amy gruet seg til å spille fløyte.Moren hennes plaget henne alltid om å lære et instrument.Etter hvert sluttet Amy å spille fløyten til morens forferdelse.
889,I carried the magazine carelessly stuffed into the pocket of my ulster.,mnli,Jeg bar bladet uforsiktig stappet ned i lommen på ulsteret mitt.
890,"The mom woke up and discovered that her toddler was already awake. He had made a huge mess! There were toys everywhere. He'd smeared peanut butter on the wall, too.",roc,Moren våknet og oppdaget at smårollingene hennes allerede var våken.Han hadde gjort et stort rot!Det var leker overalt.Han hadde smurt peanøttsmør på veggen også.
891,Ophelia notices that her kitchen knife has gotten dull. She decides she needs to sharpen it. Ophelia buys a knife sharpener to sharpen her knife. Finally it is sharp.,roc,Ophelia merker at kjøkkenkniven hennes har blitt sløv. Hun bestemmer seg for at hun må skjerpe det. Ophelia kjøper en knivsliper for å slipe kniven. Endelig er den skarp.
892,"Bob noticed the wall was buckling near the couch. When he looked closer, he realized there was something behind it. Bob cut a hole in the drywall and peered inside.",roc,"Bob la merke til at veggen knekte seg nær sofaen. Da han så nærmere, skjønte han at det lå noe bak. Bob skar et hull i gipsveggen og kikket inn."
893,"They traveled at an angle, the pace set by Teodoro who led a pack mule.",mnli,"De reiste i en vinkel, tempoet satt av Teodoro som ledet en flokk muldyr."
894,Nyla was going to the park. She told her mom before she left. Nyla left and walked to the park. Nyla stayed at the park too late.,roc,Nyla skulle til parken. Hun fortalte det til moren før hun dro. Nyla dro og gikk til parken. Nyla ble for sent i parken.
895,Brian liked to read mystery novels. His birthday was coming up. Brian's girlfriend paid for a mystery murder trip in another town.,roc,Brian likte å lese mysterieromaner.Bursdagen hans kom opp.Brian kjæreste betalte for en mysteriemordstur i en annen by.
896,Abigail was a barista at a coffee shop. Many of her customers were regulars. One of her regular customers liked Abigail's work ethic.,roc,Abigail var barista på en kaffebar. Mange av kundene hennes var gjengangere. En av hennes faste kunder likte Abigails arbeidsmoral.
897,The axe brute's large horse kicked down one of the Sticks who attempted to control it.,mnli,Øksens store hest sparket ned en av stokkene som forsøkte å kontrollere den.
898,Bob needed to buy a new water heater. He went to the store to look at the offerings they had.,roc,Bob måtte kjøpe en ny varmtvannsbereder. Han dro til butikken for å se på tilbudene de hadde.
899,Mark was at bat and had two strikes on him. The pitcher threw a fastball right down the plate. Mark swung as hard as he could.,roc,Mark var på flaggermus og hadde to streik på ham.Koppen kastet en fastball rett ned på tallerkenen.Mark svingte så hardt han kunne.
900,You were studying from one of those Download Degrees you get online? They're always riddled with error.,mnli,Studerte du fra en av de nedlastingsgradene du får på nettet? De er alltid fulle av feil.
901,My wife got a bill for $300. It was the deductible for a medical scan. She thought she had already paid the deductible for this.,roc,Min kone fikk en regning på $300. Det var egenandelen for en medisinsk skanning. Hun mente hun allerede hadde betalt egenandelen for dette.
902,Davis always loved model train sets. He decided to set up a model train set in his basement. He asked his son to join him in the effort.,roc,Davis elsket alltid modelltogsett.Han bestemte seg for å sette opp et modelltog i kjelleren.Han ba sønnen om å bli med ham i innsatsen.
903,The dog waited patiently at the door. The woman reached out to open it. The dog got excited and pushed it open. She wanted to go get a doggie snack.,roc,Hunden ventet tålmodig ved døren. Kvinnen strakte seg ut for å åpne den. Hunden ble opphisset og dyttet den opp. Hun ville gå og hente en hundematbit.
904,"He's got a new Rolls-Royce car, said Tuppence with vicarious pride.",mnli,"Han har fått en ny Rolls-Royce-bil, sa Tuppence med stedfortredende stolthet."
905,Martin's wife was out late one night. Martin messaged me because he was bored so we talked. He told me that he was actually worried about his wife too.,roc,"Martins kone var ute sent en kveld. Martin sendte meg en melding fordi han kjedet seg, så vi snakket. Han fortalte meg at han faktisk også var bekymret for kona."
906,Bob arrived early at the airport for his flight. He had booked one on the generic airline at nine in the morning.,roc,Bob ankom flyplassen tidlig for flyturen. Han hadde bestilt en på det generiske flyselskapet klokken ni om morgenen.
907,"Jon sat on an overturned trough, feeling the heat of the blazing houses warm his left side.",mnli,Jon satt på et veltet trau og kjente varmen fra de brennende husene varme venstre side.
908,"He won't appreciate this,' another very important man added.",mnli,"Han vil ikke sette pris på dette, la en annen svært viktig mann til."
909,Miley's parents thought she was spending too much time on video games. So they made a rule: they measured how long she spent on studying.,roc,Mileys foreldre trodde hun brukte for mye tid på videospill.Så de laget en regel: de målte hvor lenge hun brukte på å studere.
910,"You see, there are seven of us at home.",mnli,"Du skjønner, vi er syv hjemme."
911,She turned a split second before it pierced her.,mnli,Hun snudde seg et brøkdel av et sekund før det stakk hull på henne.
912,THe pool had just been installed. The friends were ready to swim. It would feel so good on a hot day!,roc,Bassenget var nettopp installert. Vennene var klare til å svømme. Det ville føles så bra på en varm dag!
913,"One can only guess, but I believe my guess to be correct.",mnli,"Man kan bare gjette, men jeg tror min gjetning er riktig."
914,Kathy had to take care of her ailing father. She enjoyed the time she got to spend with him. One night they talked a lot.,roc,Kathy måtte ta seg av sin skrantende far.Hun likte tiden hun fikk tilbringe med ham.En natt snakket de mye.
915,It was a long time before the Kentuckian was able to separate Shiloh from his ring of new admirers and bring him back to the stable.,mnli,Det tok lang tid før Kentuckianeren klarte å skille Shiloh fra ringen av nye beundrere og bringe ham tilbake til stallen.
916,Travis was attending a party. There was a lot of underage drinking at the party. Travis was scared to get in trouble. Travis decided to leave.,roc,Travis deltok på en fest. Det var mye mindreårig drikking på festen. Travis var redd for å havne i trøbbel. Travis bestemte seg for å forlate.
917,Tom was in the middle of a shower. The water stopped working. He later found out it was due to a busted pipe. Tom had to get out still soapy.,roc,Tom var midt i en dusj. Vannet sluttet å virke. Han fant senere ut at det var på grunn av et rørsprengt. Tom måtte komme seg ut fortsatt såpeglatt.
918,"Will you please just calm down and explain things to me properly, before I crack your head open and scoop out the information for myself?'",mnli,"Vil du bare roe deg ned og forklare ting for meg ordentlig, før jeg knekker hodet ditt og øker informasjonen for meg selv? '"
919,Would I fool with them if they were big? They can't hurt you.,mnli,Ville jeg tullet med dem hvis de var store? De kan ikke skade deg.
920,Alex was in 8th grade. He hated school and struggled with math. One day his mom sat down with him to help with some math problems.,roc,Alex gikk i 8. klasse. Han hatet skolen og slet med matematikk. En dag satte moren seg ned med ham for å hjelpe til med noen matematiske problemer.
921,"Like a wave of shrapnel, digging into my skin- I had to take my jacket off.",mnli,Som en bølge av splinter som graver seg inn i huden min - jeg måtte ta av meg jakken.
922,What Shiloh had to give must come willingly and because he delighted in the giving.,mnli,"Det Shiloh måtte gi, måtte komme villig og fordi han gledet seg over å gi."
923,Rick was preparing food for his family. But he didn't bother to use soap when he washed his hands. And he figured rinsing them would be enough.,roc,Rick lagde mat til familien sin. Men han gadd ikke bruke såpe når han vasket hendene. Og han tenkte at det ville være nok å skylle dem.
924,I decided I wanted to go grocery shopping. I jumped in my car and went to the big grocery store in town.,roc,Jeg bestemte meg for å handle mat. Jeg hoppet i bilen og dro til den store matbutikken i byen.
925,Sam kept having nightmares. It kept waking him up. After a while he decided not to go back to sleep. Unfortunately he was too tired and passed out.,roc,Sam fortsatte å ha mareritt. Det fortsatte å vekke ham. Etter en stund bestemte han seg for ikke å legge seg igjen. Dessverre var han for trøtt og besvimte.
926,Mr. Danvers had told me to watch out.,mnli,Mr. Danvers hadde bedt meg om å passe meg.
927,"Mr. Whittington spoke again: ""If you will call upon me to-morrow morning at eleven o'clock, I will lay the details of my proposition before you."" 14 ""At eleven o'clock?"" said Tuppence doubtfully.",mnli,"Whittington snakket igjen: ""Hvis du vil ringe meg i morgen morgen klokka elleve, vil jeg legge detaljene om forslaget mitt før deg.""14 ""Klokka elleve?""sa tuppence tvilsomt."
928,Trisha was in 9th grade. She had had all A's until this year. They slipped as she thought volleyball was more important. Her parents grounded her for a month.,roc,Trisha gikk i 9. klasse. Hun hadde hatt alle A frem til i år. De skled da hun mente volleyball var viktigere. Foreldrene hennes jordet henne i en måned.
929,Joe started getting ready. He was going to his local movie rental place. He arrived at the movie rental place and started to look at movies.,roc,Joe begynte å gjøre seg klar. Han skulle til sitt lokale filmutleiested. Han ankom filmutleiestedet og begynte å se på filmer.
930,Tony's car had started using water. He discovered his radiator had a small hole in it. His girlfriend suggested he buy another immediately.,roc,Tonys bil hadde begynt å bruke vann. Han oppdaget at radiatoren hans hadde et lite hull i den. Kjæresten hans foreslo at han skulle kjøpe en annen umiddelbart.
931,"I'll not breathe a word, protested Albert eagerly.",mnli,"Jeg vil ikke puste et ord, protesterte ivrig etter Albert."
932,"My friend Kate had a 10 year affair with Jim. It ended badly after Jim's wife found out, and he dumped Kate.",roc,"Min venn Kate hadde en 10 år lang affære med Jim. Det endte dårlig etter at Jims kone fant ut av det, og han dumpet Kate."
933,Tina wanted to scare people. She put on a dinosaur costume. She found an old lady. She went up to her and screamed.,roc,Tina ville skremme folk.Hun tok på seg en dinosaurdrakt.Hun fant en gammel dame.Hun gikk opp til henne og skrek.
934,"It was over! And despite the imminent corporal punishment, Red felt something like a load fall from him.",mnli,"Det var over! Og til tross for den nært forestående kroppsstraffen, følte Red noe som en last falle fra ham."
935,"Because if Mr. Inglethorp knew that his wife would be poisoned last night, he would certainly have arranged to be away from the house.",mnli,"For hvis Mr. Inglethorp visste at kona ville bli forgiftet i går kveld, ville han absolutt ha sørget for å være borte fra huset."
936,Amber was excited! She was finally going to learn how to scuba dive. She gathered up all the equipment. It was so heavy she couldn't walk!,roc,Amber var spent! Hun skulle endelig lære å dykke. Hun samlet alt utstyret. Det var så tungt at hun ikke klarte å gå!
937,"He wasn't vaccinated, an ER medic summed up, sneezed forcefully, and went back under the megatron to watch the second period, where in the midst of an excited crowd, he sneezed yet again and realized that something dripped accidentally from his mouth, not in the least his saliva.",mnli,"Han var ikke vaksinert, en akuttmedisiner oppsummerte, nyset kraftig og gikk tilbake under megatronen for å se den andre perioden, hvor han midt i en begeistret folkemengde, nyset igjen og innså at noe dryppet fra munnen hans ved et uhell, ikke i det minste spyttet hans."
